District,Ethnicity,Fin Sup By Fam Sup Pct,Fin Sup By Fin Aids Pct,Fin Sup By Job Pct,Fin Sup By Oth Pct,Fin Sup By Per Sav Pct,Fin Sup By Schl Prize Pct,Have Own Desk At Home,Have Own Room At Home,High Edu Lvl Father,High Edu Lvl Mother,Mth Household Income,Nbr Of Household Member,Norm Travel Time,Number of Records,Place Of Birth,Religion,Residency,Snap Dat,Survey Year,Type Of Fam House,Wh Stdt Key,Work Exp,Year Of Resd In Hk
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130541,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111417,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126452,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126453,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129590,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129591,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129738,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129743,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130012,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130135,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130138,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130463,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130468,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130522,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130972,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130974,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131012,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131013,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131014,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,103519,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130663,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129647,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130593,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131100,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130779,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129708,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131714,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131715,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130903,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129765,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130689,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131658,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131665,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129563,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131043,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131044,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126702,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126711,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126716,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131031,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130749,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126487,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129594,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130770,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131069,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131073,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131535,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130819,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130575,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129629,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129631,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130019,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130793,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130695,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,118874,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127388,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127404,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129616,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126894,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131799,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131800,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129937,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129941,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130878,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129656,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130829,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131767,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131778,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126442,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131372,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129225,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129226,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111046,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111047,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129552,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130001,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130931,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,124864,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129686,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130081,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130469,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130862,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130863,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131810,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126333,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126335,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126337,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129754,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129758,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130025,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130026,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131758,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126426,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111119,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129854,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129674,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126342,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130067,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130068,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131008,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126203,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126206,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129718,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130109,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131849,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127033,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129781,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129784,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130321,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130625,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131805,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131808,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126440,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131632,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131635,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126463,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129788,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129793,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129794,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126459,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130131,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126243,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126250,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130145,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,111373,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,125317,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129811,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129817,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130087,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130088,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130656,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131668,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131672,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126319,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130095,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129913,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130206,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,119512,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131680,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126271,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129572,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129573,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130383,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131114,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127286,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127301,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130823,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131686,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126371,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126373,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,123821,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130030,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126263,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126269,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130260,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126761,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129801,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131588,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126201,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129605,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129872,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129874,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130414,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130416,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130715,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130938,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126735,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126484,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129624,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129767,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126380,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126383,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130169,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130329,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130332,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126857,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129834,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129838,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131016,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126364,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126236,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126241,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129636,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129899,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129900,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130189,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130192,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130442,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130741,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131784,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131512,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131514,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129795,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129800,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129915,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129916,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130037,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130040,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130486,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127261,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127265,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127270,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130393,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130395,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129866,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129868,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130673,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129171,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129218,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,103522,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126255,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126258,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130224,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130774,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130776,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130998,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127218,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,127873,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129678,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129827,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129945,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129946,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130073,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130176,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130895,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130603,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130419,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130423,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129519,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129521,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129523,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130456,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130462,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129898,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130702,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126215,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129528,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129962,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129963,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129965,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129966,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130256,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130808,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131024,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131025,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126808,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126823,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129713,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129861,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130103,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130209,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130426,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130432,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130719,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129584,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130514,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130518,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126377,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126378,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129925,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129926,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126390,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126392,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126297,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,126774,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129724,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129727,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129991,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130285,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130286,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130287,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130290,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130842,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131053,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,131054,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129588,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129740,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,129886,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130007,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130139,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130334,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130403,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130495,,
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2020,,130525,,
Sham Shui Po,Chinese,0,0,0,0,100,0,Yes,Yes,University education,University education,Not applicable,2,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),123647,Part-time job experience only,Since birth
Tsuen Wan,N/A,25,0,2,0,3,70,Yes,Yes,University education,Secondary education/ Matriculation,Not applicable,3,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),124639,Part-time job experience only,Since birth
Kwun Tong,Chinese,80,0,20,0,0,0,Yes,Yes,University education,Secondary education/ Matriculation,"Under HK$10,000",3,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),123628,No experience at all,Since birth
,,,,,,,,,,,,,,,1,,,,23/12/2020 12:00:00 AM,2019,,123631,,
Eastern,N/A,20,75,5,0,0,0,Yes,No,University education,Post-secondary education,"HK$80,000 - HK$89,999",4,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),124565,No experience at all,Since birth
Yuen Long (inc. Tin Shui Wai),N/A,20,30,25,0,15,10,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,Not applicable,3,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2019,Home Ownership Scheme flats,124572,Part-time job experience only,Since birth
Kowloon City,Chinese,100,0,0,0,0,0,Yes,Yes,University education,University education,"HK$90,000 - HK$99,999",3,60 - 119 minutes,1,United Kingdom,No religious belief,L,23/12/2020 12:00:00 AM,2019,Private flats (whole or part of a flat),118737,No experience at all,7 years or more
